Order_ID,Timestamp_Order_Placed,Timestamp_Prep_Finished,Timestamp_Driver_Departed,Timestamp_Delivered,Kitchen_ID,Item_ID,Distance_KM,Order_Value_USD,Customer_Rating
ORD-2951,2026-01-20 15:28:00,2026-01-20 15:35:10.292965,2026-01-20 15:44:44.927529,2026-01-20 16:22:24.199990,K03,102,14.64,17.36,3.9
ORD-2952,2026-01-11 19:25:00,2026-01-11 19:36:03.295455,2026-01-11 19:44:24.373518,2026-01-11 20:09:48.033950,K01,104,9.23,33.94,3.4
ORD-2953,2026-02-12 22:59:00,2026-02-12 23:09:56.642734,2026-02-12 23:12:16.002719,2026-02-12 23:28:27.894095,K03,103,5.33,39.56,3.1
ORD-2954,2026-02-05 20:29:00,2026-02-05 20:36:23.052157,2026-02-05 20:42:21.963262,2026-02-05 20:54:45.519347,K02,102,3.52,44.18,4.6
ORD-2955,2026-02-21 12:13:00,2026-02-21 12:24:23.382590,2026-02-21 12:28:49.976292,2026-02-21 12:47:06.678833,K03,104,4.85,43.15,5.0
ORD-2956,2026-03-02 21:49:00,2026-03-02 21:58:33.590296,2026-03-02 22:00:38.039586,2026-03-02 22:20:40.536426,K03,103,6.66,27.89,3.2
ORD-2957,2026-01-09 16:49:00,2026-01-09 16:56:22.166555,2026-01-09 17:06:14.528982,2026-01-09 17:22:44.472054,K01,103,5.26,41.51,2.8
ORD-2958,2026-01-24 18:00:00,2026-01-24 18:10:27.402403,2026-01-24 18:15:32.436622,2026-01-24 18:35:54.795679,K01,104,5.92,16.05,5.0
ORD-2959,2026-01-05 19:34:00,2026-01-05 19:42:25.367977,2026-01-05 19:46:54.236090,2026-01-05 20:04:43.042872,K02,102,6.34,22.02,5.0
ORD-2960,2026-01-10 13:29:00,2026-01-10 13:39:09.299148,2026-01-10 13:48:30.531468,2026-01-10 14:03:05.271788,K01,104,3.13,18.12,5.0
ORD-2961,2026-01-01 10:49:00,2026-01-01 11:01:47.000579,2026-01-01 11:06:55.683214,2026-01-01 11:17:17.408921,K01,104,1.19,44.97,5.0
ORD-2962,2026-01-05 19:19:00,2026-01-05 19:25:47.542557,2026-01-05 19:28:33.345893,2026-01-05 19:49:29.693946,K02,105,6.14,23.89,5.0
ORD-2963,2026-01-03 12:52:00,2026-01-03 13:06:57.946137,2026-01-03 13:14:49.204696,2026-01-03 13:37:20.665521,K01,101,6.95,21.7,3.2
ORD-2964,2026-01-01 11:20:00,2026-01-01 11:32:38.826501,2026-01-01 11:39:08.124540,2026-01-01 12:09:00.810743,K01,104,11.33,24.14,3.6
ORD-2965,2026-01-04 17:58:00,2026-01-04 18:02:34.460990,2026-01-04 18:07:40.126048,2026-01-04 18:26:10.638413,K03,105,6.49,45.42,5.0
ORD-2966,2026-01-13 11:10:00,2026-01-13 11:24:20.092210,2026-01-13 11:27:26.942308,2026-01-13 11:53:45.447827,K03,101,9.16,37.0,5.0
ORD-2967,2026-03-02 11:53:00,2026-03-02 12:01:29.503468,2026-03-02 12:03:33.673091,2026-03-02 12:27:23.663222,K03,102,8.96,45.5,4.8
ORD-2968,2026-02-01 16:48:00,2026-02-01 16:52:53.689706,2026-02-01 17:02:10.804286,2026-02-01 17:39:14.895971,K03,105,14.15,42.82,3.9
ORD-2969,2026-02-06 11:20:00,2026-02-06 11:26:20.959802,2026-02-06 11:28:30.548071,2026-02-06 11:41:47.396368,K01,105,3.27,40.77,5.0
ORD-2970,2026-01-19 20:37:00,2026-01-19 20:51:18.789277,2026-01-19 20:53:52.448009,2026-01-19 21:25:35.124301,K01,101,13.05,37.62,4.0
ORD-2971,2026-02-16 17:06:00,2026-02-16 17:11:51.079104,2026-02-16 17:15:19.266047,2026-02-16 17:46:48.086977,K02,105,13.21,43.16,3.7
ORD-2972,2026-01-17 14:10:00,2026-01-17 14:25:31.260840,2026-01-17 14:32:52.844965,2026-01-17 15:08:01.791641,K02,101,13.76,25.63,4.0
ORD-2973,2026-02-26 16:55:00,2026-02-26 16:59:28.694192,2026-02-26 17:02:54.319572,2026-02-26 17:32:40.777347,K03,105,10.3,40.81,3.9
ORD-2974,2026-01-12 17:20:00,2026-01-12 17:25:20.519864,2026-01-12 17:34:03.764147,2026-01-12 17:49:17.535913,K01,105,4.54,19.78,5.0
ORD-2975,2026-02-10 21:39:00,2026-02-10 21:45:07.769714,2026-02-10 21:48:15.342849,2026-02-10 22:16:00.527711,K01,102,9.27,47.07,3.6
ORD-2976,2026-02-24 19:37:00,2026-02-24 19:53:21.371160,2026-02-24 20:02:08.962939,2026-02-24 20:12:19.641617,K03,101,1.32,28.2,5.0
ORD-2977,2026-02-27 19:39:00,2026-02-27 19:58:08.281248,2026-02-27 20:03:15.580375,2026-02-27 20:26:43.989612,K02,101,8.16,31.41,4.9
ORD-2978,2026-02-11 13:55:00,2026-02-11 14:05:15.538664,2026-02-11 14:10:40.120681,2026-02-11 14:40:53.547532,K02,104,10.86,21.0,3.9
ORD-2979,2026-02-15 17:38:00,2026-02-15 17:50:15.891655,2026-02-15 17:59:28.147103,2026-02-15 18:07:10.650188,K01,104,1.3,16.89,4.5
ORD-2980,2026-03-02 19:10:00,2026-03-02 19:19:48.223815,2026-03-02 19:27:19.184545,2026-03-02 19:46:21.738394,K01,104,5.42,17.98,5.0
ORD-2981,2026-01-27 14:38:00,2026-01-27 14:46:58.106235,2026-01-27 14:51:59.030120,2026-01-27 15:03:09.397707,K02,102,2.42,25.07,5.0
ORD-2982,2026-02-15 11:14:00,2026-02-15 11:20:29.002940,2026-02-15 11:27:57.045145,2026-02-15 11:45:10.532589,K03,105,4.82,36.34,5.0
ORD-2983,2026-02-06 10:45:00,2026-02-06 10:53:09.072162,2026-02-06 10:59:40.555949,2026-02-06 11:29:53.512165,K02,102,12.52,42.0,3.3
ORD-2984,2026-01-24 18:42:00,2026-01-24 18:58:42.717885,2026-01-24 19:02:03.206916,2026-01-24 19:17:38.243327,K02,101,3.21,26.84,5.0
ORD-2985,2026-01-15 17:57:00,2026-01-15 18:13:53.002119,2026-01-15 18:16:33.357081,2026-01-15 18:36:24.897188,K02,101,4.94,49.42,4.8
ORD-2986,2026-02-28 18:38:00,2026-02-28 18:45:40.876636,2026-02-28 18:47:55.707776,2026-02-28 19:23:31.858134,K01,102,12.94,30.31,3.7
ORD-2987,2026-02-15 15:43:00,2026-02-15 15:49:54.585083,2026-02-15 15:52:21.549195,2026-02-15 16:29:58.015206,K03,102,14.68,30.35,4.0
ORD-2988,2026-01-24 17:55:00,2026-01-24 18:07:12.824082,2026-01-24 18:14:58.028715,2026-01-24 18:48:26.577597,K02,104,13.31,20.41,3.6
ORD-2989,2026-01-25 20:09:00,2026-01-25 20:16:26.949690,2026-01-25 20:23:46.978959,2026-01-25 20:42:20.868538,K02,102,6.37,20.54,4.8
ORD-2990,2026-01-22 15:10:00,2026-01-22 15:21:53.430659,2026-01-22 15:28:38.762483,2026-01-22 15:55:16.962431,K03,104,9.37,20.69,3.6
ORD-2991,2026-02-10 18:10:00,2026-02-10 18:22:50.392816,2026-02-10 18:28:25.711945,2026-02-10 19:02:05.613437,K01,104,13.21,37.44,3.6
ORD-2992,2026-01-15 22:06:00,2026-01-15 22:13:53.667400,2026-01-15 22:16:26.504929,2026-01-15 22:28:10.937270,K03,105,1.73,37.43,5.0
ORD-2993,2026-01-06 12:10:00,2026-01-06 12:25:31.689720,2026-01-06 12:34:29.785410,2026-01-06 13:01:25.379049,K02,101,8.54,33.32,3.9
ORD-2994,2026-02-24 13:40:00,2026-02-24 13:56:24.852170,2026-02-24 14:01:02.314589,2026-02-24 14:17:33.177143,K01,101,4.38,32.14,5.0
ORD-2995,2026-01-24 21:21:00,2026-01-24 21:25:30.680229,2026-01-24 21:30:42.680229,2026-01-24 22:02:30.435191,K02,105,12.27,18.44,3.8
ORD-2996,2026-02-21 13:43:00,2026-02-21 13:51:16.254477,2026-02-21 13:57:46.763328,2026-02-21 14:16:29.364447,K02,102,4.98,20.95,5.0
ORD-2997,2026-01-29 21:45:00,2026-01-29 21:55:44.208495,2026-01-29 22:02:06.585936,2026-01-29 22:30:09.824382,K03,104,10.07,40.69,3.6
ORD-2998,2026-01-24 18:00:00,2026-01-24 18:10:17.065011,2026-01-24 18:12:21.987520,2026-01-24 18:41:18.141196,K03,104,11.53,31.43,3.6
ORD-2999,2026-02-15 12:06:00,2026-02-15 12:13:35.862762,2026-02-15 12:19:43.851997,2026-02-15 12:50:05.719355,K01,102,11.94,43.22,3.8
ORD-3000,2026-02-17 11:10:00,2026-02-17 11:16:58.326845,2026-02-17 11:24:38.532174,2026-02-17 11:58:34.002917,K03,102,13.56,39.28,3.5
ORD-3001,2026-02-20 22:53:00,2026-02-20 23:06:16.195152,2026-02-20 23:10:15.822434,2026-02-20 23:34:35.781336,K01,103,8.96,30.99,2.5
ORD-3002,2026-01-30 22:10:00,2026-01-30 22:15:38.788789,2026-01-30 22:22:53.973213,2026-01-30 22:38:51.721933,K01,105,4.36,49.15,5.0
ORD-3003,2026-01-26 20:02:00,2026-01-26 20:15:00.126215,2026-01-26 20:22:28.789427,2026-01-26 21:00:37.177162,K03,101,14.98,30.94,3.7
ORD-3004,2026-01-04 12:07:00,2026-01-04 12:16:03.165596,2026-01-04 12:22:13.937961,2026-01-04 12:47:47.170911,K02,104,8.48,15.92,3.3
ORD-3005,2026-02-12 20:38:00,2026-02-12 20:47:18.498171,2026-02-12 20:50:10.629852,2026-02-12 21:06:06.843176,K02,103,3.61,39.48,2.8
ORD-3006,2026-01-09 16:15:00,2026-01-09 16:21:06.463383,2026-01-09 16:29:14.417040,2026-01-09 17:01:59.342326,K03,102,11.74,40.99,3.7
ORD-3007,2026-01-22 14:00:00,2026-01-22 14:09:33.355276,2026-01-22 14:14:52.089425,2026-01-22 14:44:23.834940,K02,103,10.12,25.68,1.4
ORD-3008,2026-02-04 21:32:00,2026-02-04 21:47:34.657311,2026-02-04 21:52:11.614473,2026-02-04 22:07:53.451843,K02,101,3.09,44.99,5.0
ORD-3009,2026-02-14 16:50:00,2026-02-14 16:59:48.781189,2026-02-14 17:06:26.784875,2026-02-14 17:32:27.822487,K01,102,8.8,19.29,4.0
ORD-3010,2026-01-28 16:35:00,2026-01-28 16:50:10.095506,2026-01-28 16:57:39.793315,2026-01-28 17:16:10.486305,K02,101,5.17,36.36,4.6
ORD-3011,2026-01-17 10:48:00,2026-01-17 10:52:16.947746,2026-01-17 10:57:05.310373,2026-01-17 11:19:45.098266,K03,105,8.58,46.5,5.0
ORD-3012,2026-02-03 18:44:00,2026-02-03 18:54:42.835441,2026-02-03 18:56:58.492138,2026-02-03 19:13:13.451708,K01,103,3.71,16.17,2.8
ORD-3013,2026-01-26 16:02:00,2026-01-26 16:12:54.886268,2026-01-26 16:20:57.369104,2026-01-26 16:58:00.642013,K02,104,14.52,25.99,3.2
ORD-3014,2026-01-22 21:32:00,2026-01-22 21:47:02.938993,2026-01-22 21:54:12.968295,2026-01-22 22:27:43.902969,K03,101,14.19,48.0,3.6
ORD-3015,2026-01-13 13:00:00,2026-01-13 13:07:41.778720,2026-01-13 13:13:07.511496,2026-01-13 13:42:24.405259,K01,102,10.94,16.17,3.9
ORD-3016,2026-01-31 17:51:00,2026-01-31 17:58:41.267892,2026-01-31 18:02:56.499132,2026-01-31 18:16:38.265555,K03,105,3.09,27.99,5.0
ORD-3017,2026-01-09 10:42:00,2026-01-09 10:57:42.398830,2026-01-09 11:01:57.184450,2026-01-09 11:34:29.769910,K03,101,12.0,49.13,3.8
ORD-3018,2026-02-22 10:18:00,2026-02-22 10:28:08.865547,2026-02-22 10:31:02.863311,2026-02-22 10:52:19.829550,K01,104,7.13,21.51,4.7
ORD-3019,2026-01-11 19:55:00,2026-01-11 20:02:20.239076,2026-01-11 20:05:22.266833,2026-01-11 20:36:17.272627,K01,102,10.53,36.08,3.2
ORD-3020,2026-02-06 22:31:00,2026-02-06 22:53:32.568886,2026-02-06 22:56:19.343543,2026-02-06 23:31:12.070553,K03,101,14.32,40.17,3.2
ORD-3021,2026-01-21 18:49:00,2026-01-21 18:58:14.312983,2026-01-21 19:06:34.743886,2026-01-21 19:29:11.373051,K03,103,7.5,32.68,1.7
ORD-3022,2026-02-07 15:07:00,2026-02-07 15:13:06.037503,2026-02-07 15:19:43.776849,2026-02-07 15:34:31.327889,K03,102,3.76,26.99,5.0
ORD-3023,2026-02-13 20:05:00,2026-02-13 20:15:06.109970,2026-02-13 20:17:51.965813,2026-02-13 20:33:55.749364,K02,103,3.73,23.48,2.9
ORD-3024,2026-02-03 11:06:00,2026-02-03 11:15:54.223160,2026-02-03 11:22:39.991990,2026-02-03 11:43:18.094047,K02,104,7.78,45.61,4.7
ORD-3025,2026-02-02 13:32:00,2026-02-02 13:41:23.038158,2026-02-02 13:49:16.982702,2026-02-02 14:14:36.013185,K03,104,8.35,30.12,3.4
ORD-3026,2026-03-02 14:17:00,2026-03-02 14:25:24.203164,2026-03-02 14:31:01.646737,2026-03-02 15:00:20.442210,K01,102,11.61,26.7,3.4
ORD-3027,2026-01-29 14:15:00,2026-01-29 14:20:35.559716,2026-01-29 14:22:42.945893,2026-01-29 14:57:29.955071,K03,105,14.66,34.77,3.9
ORD-3028,2026-01-13 20:11:00,2026-01-13 20:18:57.193140,2026-01-13 20:27:12.709656,2026-01-13 20:55:32.415261,K03,105,11.03,29.78,3.0
ORD-3029,2026-01-19 15:05:00,2026-01-19 15:12:18.706714,2026-01-19 15:15:39.949838,2026-01-19 15:44:20.641281,K02,105,10.05,25.6,3.3
ORD-3030,2026-01-04 21:33:00,2026-01-04 21:42:30.977236,2026-01-04 21:51:14.690018,2026-01-04 22:14:27.340048,K03,104,7.25,19.46,3.9
ORD-3031,2026-01-02 18:07:00,2026-01-02 18:28:30.341944,2026-01-02 18:38:28.787631,2026-01-02 18:50:54.349360,K03,101,3.43,16.57,5.0
ORD-3032,2026-01-08 14:13:00,2026-01-08 14:24:58.739478,2026-01-08 14:27:25.834187,2026-01-08 14:54:44.564844,K02,104,10.75,48.9,4.5
ORD-3033,2026-02-22 21:28:00,2026-02-22 21:39:14.108057,2026-02-22 21:49:11.615233,2026-02-22 22:02:09.341550,K03,104,3.26,42.22,5.0
ORD-3034,2026-01-19 20:39:00,2026-01-19 20:45:33.329544,2026-01-19 20:52:08.192872,2026-01-19 21:14:05.641059,K03,102,6.73,47.56,5.0
ORD-3035,2026-02-27 11:04:00,2026-02-27 11:20:27.483167,2026-02-27 11:22:58.805859,2026-02-27 11:49:45.584450,K03,101,9.19,20.1,4.9
ORD-3036,2026-02-11 19:45:00,2026-02-11 20:01:55.219567,2026-02-11 20:11:04.428481,2026-02-11 20:36:43.441750,K01,101,9.61,15.24,3.4
ORD-3037,2026-01-24 20:11:00,2026-01-24 20:23:54.681981,2026-01-24 20:26:43.373356,2026-01-24 21:01:36.491857,K02,104,13.08,26.31,3.7
ORD-3038,2026-02-17 17:51:00,2026-02-17 18:00:39.783392,2026-02-17 18:09:26.469060,2026-02-17 18:33:29.901196,K03,104,7.11,39.9,3.8
ORD-3039,2026-02-17 17:43:00,2026-02-17 17:56:59.050377,2026-02-17 18:05:04.450902,2026-02-17 18:32:49.628719,K02,101,10.41,47.17,3.1
ORD-3040,2026-01-05 22:51:00,2026-01-05 23:07:52.084413,2026-01-05 23:12:08.107947,2026-01-05 23:28:19.836388,K03,101,5.52,44.45,5.0
ORD-3041,2026-01-05 10:55:00,2026-01-05 11:04:52.289505,2026-01-05 11:09:25.028386,2026-01-05 11:32:37.377077,K01,103,9.08,34.6,2.4
ORD-3042,2026-01-22 17:54:00,2026-01-22 18:05:02.722733,2026-01-22 18:13:22.643186,2026-01-22 18:40:16.328212,K01,104,8.79,39.52,3.6
ORD-3043,2026-01-25 16:20:00,2026-01-25 16:27:54.775402,2026-01-25 16:32:52.417610,2026-01-25 17:01:14.594716,K02,105,10.43,28.37,3.6
ORD-3044,2026-01-12 18:48:00,2026-01-12 18:59:51.278841,2026-01-12 19:07:33.486592,2026-01-12 19:25:58.705475,K03,104,5.0,38.94,4.8
ORD-3045,2026-01-30 16:40:00,2026-01-30 16:48:56.161108,2026-01-30 16:58:24.913924,2026-01-30 17:30:38.305949,K03,103,13.08,44.05,1.0
ORD-3046,2026-01-28 18:23:00,2026-01-28 18:36:32.706630,2026-01-28 18:43:10.095246,2026-01-28 19:20:44.527955,K01,101,14.57,43.43,3.2
ORD-3047,2026-02-25 16:16:00,2026-02-25 16:30:52.371650,2026-02-25 16:33:28.432206,2026-02-25 16:54:02.856583,K03,101,5.9,16.64,5.0
ORD-3048,2026-01-10 12:25:00,2026-01-10 12:34:40.095960,2026-01-10 12:40:23.010486,2026-01-10 13:10:53.869978,K02,102,10.76,17.51,3.4
ORD-3049,2026-01-17 19:15:00,2026-01-17 19:21:05.207579,2026-01-17 19:26:21.860248,2026-01-17 19:52:46.499375,K01,102,8.84,20.89,3.5
ORD-3050,2026-02-09 19:57:00,2026-02-09 20:11:23.391299,2026-02-09 20:14:13.052906,2026-02-09 20:52:32.632229,K02,101,14.26,21.7,3.0
ORD-3051,2026-02-07 16:45:00,2026-02-07 16:54:31.608019,2026-02-07 16:58:37.785293,2026-02-07 17:32:50.215517,K02,103,12.93,15.32,1.0
ORD-3052,2026-01-01 11:35:00,2026-01-01 11:41:13.736108,2026-01-01 11:50:45.898697,2026-01-01 12:21:44.091240,K01,102,11.67,18.89,3.4
ORD-3053,2026-02-24 14:07:00,2026-02-24 14:13:35.937964,2026-02-24 14:23:14.039936,2026-02-24 14:38:10.463506,K02,102,3.64,34.24,4.5
ORD-3054,2026-02-15 10:55:00,2026-02-15 11:07:27.031275,2026-02-15 11:11:46.348906,2026-02-15 11:37:03.680474,K02,104,8.4,24.75,4.6
ORD-3055,2026-02-10 12:16:00,2026-02-10 12:23:46.325900,2026-02-10 12:29:11.840145,2026-02-10 12:40:13.541631,K03,102,2.97,20.39,5.0
ORD-3056,2026-01-10 11:14:00,2026-01-10 11:21:37.753758,2026-01-10 11:28:39.546758,2026-01-10 11:51:42.762933,K01,103,8.74,19.23,2.2
ORD-3057,2026-02-16 16:36:00,2026-02-16 16:47:04.990102,2026-02-16 16:54:55.318022,2026-02-16 17:04:35.444027,K01,104,1.85,31.66,5.0
ORD-3058,2026-03-01 12:02:00,2026-03-01 12:08:26.120138,2026-03-01 12:18:08.087521,2026-03-01 12:54:22.401123,K01,105,13.67,21.1,3.4
ORD-3059,2026-02-24 20:46:00,2026-02-24 20:52:39.123594,2026-02-24 20:55:02.917693,2026-02-24 21:25:43.858552,K03,105,12.68,37.43,3.1
ORD-3060,2026-01-30 21:44:00,2026-01-30 21:55:58.848864,2026-01-30 22:00:27.548926,2026-01-30 22:14:00.897568,K03,103,3.53,34.45,3.6
ORD-3061,2026-02-01 15:04:00,2026-02-01 15:13:15.342167,2026-02-01 15:18:53.939844,2026-02-01 15:49:34.735762,K02,104,11.32,40.36,3.3
ORD-3062,2026-02-28 11:23:00,2026-02-28 11:32:26.231671,2026-02-28 11:41:25.779388,2026-02-28 12:14:35.212456,K02,103,14.05,34.68,1.0
ORD-3063,2026-01-26 14:02:00,2026-01-26 14:14:51.635505,2026-01-26 14:19:34.769688,2026-01-26 14:38:54.254357,K02,104,6.89,45.33,4.9
ORD-3064,2026-01-09 12:59:00,2026-01-09 13:08:50.102160,2026-01-09 13:13:54.810044,2026-01-09 13:29:52.186538,K01,104,4.92,34.74,4.7
ORD-3065,2026-01-07 10:54:00,2026-01-07 10:58:19.083145,2026-01-07 11:02:25.042994,2026-01-07 11:19:57.348189,K03,105,4.0,17.22,4.8
ORD-3066,2026-02-14 18:48:00,2026-02-14 18:53:30.651175,2026-02-14 18:56:15.815757,2026-02-14 19:35:02.496172,K03,105,14.69,27.31,3.0
ORD-3067,2026-02-26 11:07:00,2026-02-26 11:12:13.054685,2026-02-26 11:18:06.201511,2026-02-26 11:32:37.613444,K03,105,4.2,20.92,4.6
ORD-3068,2026-01-04 11:48:00,2026-01-04 11:57:06.684158,2026-01-04 11:59:53.458473,2026-01-04 12:33:07.811445,K01,103,13.92,37.03,1.0
ORD-3069,2026-01-16 15:49:00,2026-01-16 16:05:32.453258,2026-01-16 16:14:34.392821,2026-01-16 16:33:54.779263,K03,101,6.98,28.96,5.0
ORD-3070,2026-02-22 11:14:00,2026-02-22 11:24:11.831575,2026-02-22 11:31:50.993424,2026-02-22 11:55:59.938987,K01,104,8.11,20.91,3.1
ORD-3071,2026-01-15 12:54:00,2026-01-15 13:05:28.895260,2026-01-15 13:10:26.549111,2026-01-15 13:30:05.058420,K02,104,6.93,30.51,4.5
ORD-3072,2026-03-01 12:15:00,2026-03-01 12:22:50.219661,2026-03-01 12:25:50.244185,2026-03-01 12:40:27.901470,K03,105,4.8,42.98,4.9
ORD-3073,2026-02-12 19:35:00,2026-02-12 19:44:38.817670,2026-02-12 19:48:12.109804,2026-02-12 20:22:53.311239,K03,104,13.08,27.28,3.6
ORD-3074,2026-01-12 10:44:00,2026-01-12 10:51:56.361604,2026-01-12 10:56:18.641850,2026-01-12 11:19:08.650655,K01,103,8.67,29.28,2.5
ORD-3075,2026-02-08 14:30:00,2026-02-08 14:41:58.902116,2026-02-08 14:44:12.845478,2026-02-08 15:20:02.440697,K03,104,14.32,21.79,3.7
ORD-3076,2026-02-21 19:43:00,2026-02-21 19:55:53.297879,2026-02-21 20:03:12.245917,2026-02-21 20:20:02.330701,K01,104,3.69,44.58,4.9
ORD-3077,2026-03-01 12:34:00,2026-03-01 12:40:19.443857,2026-03-01 12:46:02.245652,2026-03-01 13:09:20.590497,K03,105,7.09,36.45,5.0
ORD-3078,2026-01-10 13:06:00,2026-01-10 13:20:20.531357,2026-01-10 13:30:18.165483,2026-01-10 13:59:57.704965,K03,101,12.06,47.75,3.3
ORD-3079,2026-02-15 12:21:00,2026-02-15 12:27:58.747995,2026-02-15 12:31:58.800977,2026-02-15 12:42:08.713629,K03,102,1.02,33.34,5.0
ORD-3080,2026-01-20 21:18:00,2026-01-20 21:26:21.667438,2026-01-20 21:31:55.844537,2026-01-20 21:57:52.062505,K03,102,10.41,45.29,3.9
ORD-3081,2026-01-26 14:26:00,2026-01-26 14:39:59.977423,2026-01-26 14:44:38.213062,2026-01-26 15:08:44.002960,K01,101,9.33,42.96,5.0
ORD-3082,2026-01-04 19:08:00,2026-01-04 19:23:49.784265,2026-01-04 19:29:31.179283,2026-01-04 19:52:53.073576,K02,101,7.38,32.11,5.0
ORD-3083,2026-02-26 12:30:00,2026-02-26 12:40:56.444477,2026-02-26 12:50:45.969743,2026-02-26 13:23:46.460170,K03,103,12.75,48.57,1.0
ORD-3084,2026-02-17 19:35:00,2026-02-17 19:42:37.281961,2026-02-17 19:47:28.488247,2026-02-17 20:02:51.259651,K01,103,4.72,19.29,3.2
ORD-3085,2026-02-06 18:24:00,2026-02-06 18:39:12.769446,2026-02-06 18:42:20.082672,2026-02-06 19:16:51.742974,K03,104,12.51,43.88,3.9
ORD-3086,2026-01-03 14:47:00,2026-01-03 15:00:47.915325,2026-01-03 15:04:44.738132,2026-01-03 15:18:50.154310,K01,101,3.06,31.82,5.0
ORD-3087,2026-01-23 21:45:00,2026-01-23 21:57:08.570748,2026-01-23 22:04:12.424707,2026-01-23 22:24:32.018264,K02,102,6.05,22.54,4.8
ORD-3088,2026-01-27 16:39:00,2026-01-27 16:48:24.409554,2026-01-27 16:56:59.231140,2026-01-27 17:14:36.463079,K03,103,6.29,27.7,2.3
ORD-3089,2026-01-28 22:02:00,2026-01-28 22:10:06.821154,2026-01-28 22:16:58.390157,2026-01-28 22:36:08.183267,K03,103,5.25,27.46,2.2
ORD-3090,2026-01-29 22:10:00,2026-01-29 22:24:20.414821,2026-01-29 22:29:41.424794,2026-01-29 22:44:41.347614,K03,101,3.11,42.22,4.8
ORD-3091,2026-01-18 22:15:00,2026-01-18 22:31:10.379505,2026-01-18 22:33:22.734869,2026-01-18 22:49:54.969020,K02,101,4.13,37.98,4.7
ORD-3092,2026-02-07 21:53:00,2026-02-07 22:08:23.363999,2026-02-07 22:14:02.880683,2026-02-07 22:45:40.950572,K01,101,12.63,22.43,3.4
ORD-3093,2026-02-04 18:07:00,2026-02-04 18:18:40.894585,2026-02-04 18:25:48.471196,2026-02-04 18:46:31.321609,K02,104,7.48,38.26,5.0
ORD-3094,2026-01-18 13:35:00,2026-01-18 13:44:35.613649,2026-01-18 13:52:12.603251,2026-01-18 14:26:24.864307,K01,104,14.47,39.66,3.2
ORD-3095,2026-02-11 19:05:00,2026-02-11 19:11:23.809802,2026-02-11 19:13:47.711093,2026-02-11 19:29:42.608218,K01,105,4.99,22.63,4.8
ORD-3096,2026-01-08 16:03:00,2026-01-08 16:12:09.809548,2026-01-08 16:18:23.782208,2026-01-08 16:45:08.740523,K02,104,10.69,26.64,3.3
ORD-3097,2026-01-16 12:42:00,2026-01-16 12:51:51.195610,2026-01-16 12:58:46.448698,2026-01-16 13:27:49.552244,K01,103,10.48,35.91,1.0
ORD-3098,2026-02-25 11:21:00,2026-02-25 11:34:42.745923,2026-02-25 11:44:28.805474,2026-02-25 12:21:25.495196,K01,101,13.76,22.56,3.1
ORD-3099,2026-01-01 21:59:00,2026-01-01 22:15:51.819976,2026-01-01 22:22:27.797825,2026-01-01 22:35:28.196381,K03,101,1.96,35.09,4.7
ORD-3100,2026-02-13 18:39:00,2026-02-13 18:45:00.109153,2026-02-13 18:48:25.628027,2026-02-13 19:07:26.066210,K02,105,4.99,18.09,5.0
ORD-3101,2026-03-02 21:54:00,2026-03-02 22:06:26.489120,2026-03-02 22:11:59.937272,2026-03-02 22:33:29.062307,K01,104,7.8,21.67,4.6
ORD-3102,2026-02-26 19:12:00,2026-02-26 19:25:50.695167,2026-02-26 19:28:17.528294,2026-02-26 19:53:46.284563,K02,101,7.89,21.55,4.7
ORD-3103,2026-01-10 14:15:00,2026-01-10 14:25:24.974257,2026-01-10 14:34:02.417687,2026-01-10 14:58:42.054695,K02,103,9.69,20.16,1.7
ORD-3104,2026-01-11 20:45:00,2026-01-11 20:52:19.949451,2026-01-11 21:01:25.842389,2026-01-11 21:23:20.013005,K03,103,6.11,40.8,1.6
ORD-3105,2026-01-08 16:02:00,2026-01-08 16:09:42.670709,2026-01-08 16:14:02.964764,2026-01-08 16:43:37.084138,K01,103,10.85,44.85,1.5
ORD-3106,2026-01-26 12:24:00,2026-01-26 12:30:12.283474,2026-01-26 12:34:55.071595,2026-01-26 12:51:11.298899,K01,102,4.42,35.79,5.0
ORD-3107,2026-02-10 21:01:00,2026-02-10 21:09:09.881607,2026-02-10 21:13:10.453801,2026-02-10 21:25:22.426358,K01,102,3.14,37.14,4.7
ORD-3108,2026-02-13 12:51:00,2026-02-13 12:58:13.868292,2026-02-13 13:01:07.691484,2026-02-13 13:21:03.937355,K01,102,5.67,45.68,5.0
ORD-3109,2026-02-15 17:38:00,2026-02-15 17:46:33.675803,2026-02-15 17:49:56.052522,2026-02-15 18:07:23.174927,K01,102,5.24,33.89,4.8
ORD-3110,2026-01-08 18:39:00,2026-01-08 18:48:51.824712,2026-01-08 18:56:48.941190,2026-01-08 19:17:14.855202,K02,102,5.32,42.71,4.7
ORD-3111,2026-02-23 10:34:00,2026-02-23 10:38:57.934590,2026-02-23 10:41:47.684272,2026-02-23 10:54:30.465709,K02,105,3.75,29.18,4.5
ORD-3112,2026-01-18 10:29:00,2026-01-18 10:33:13.054162,2026-01-18 10:40:07.749741,2026-01-18 11:12:23.080648,K03,105,11.98,29.44,3.3
ORD-3113,2026-02-25 15:14:00,2026-02-25 15:20:57.702203,2026-02-25 15:24:06.915811,2026-02-25 15:57:29.463020,K02,105,12.64,48.05,3.9
